@Fraulein_Antje @123Lenchen Weist du ob sie überhaupt noch im Land ist?	0.996899	0.0031009791
@HeikoMaas Bin 1947 geboren und habe mit diesem ganzen Scheiß nichts am Hut! Basta!	0.0016377385	0.99836224
@laetacara @SebRoloff Soll ich Lyoner und Maggi mitbringen?	0.9820435	0.017956488
@sprachmittlerud @krippmarie Ja die von der Leyen....redet gerne wirr...kennen wir schon	0.0101282075	0.9898718
"@Anarcho161Zecke Die ""Ehe für alle"" ist nun per Definition für Menschen gleichen und verschiedenen Geschlechts vorgesehen. Auch mit neuem Personenstand wird man also heiraten dürfen."	0.9815036	0.018496456
Ich bin tief bestürzt, ja fassungslos, dass sich jetzt auch noch Spitze d. Zentralkomitees d. Katholiken für einen Islam-Feiertag ausspricht	0.99821126	0.0017887974
#Tuberkulose wurde vermehrt von #Flüchtlingen in Deutschland eingeschleppt. |LBR| Nicht nur dass sie von unser Geld leben, nein jetzt bringen sie auch noch Seuchen mit ins Land. Dank inkompetenter Politiker offener Grenzen, Bahnhofsklatscher und Toleranz Fanatiker.	3.168471e-06	0.9999968
@sissyzk Böhmermann ist der schlimmste Hetzer seit Göbbels #LaferLichterLuther	0.27061856	0.72938144
Die Bundesregierung sollt künftig nur noch von @ClausStrunz befragt werden. #Bundestag	0.9954354	0.0045645447
Simone Peter ist optische wie Marin Le Pen nur mit hässlicherer Haut. #Jamaika @peter_simone	0.10883082	0.89116925
@Sunsetmission69 @ProAsyl Es zeigt vor allem, das Rechtsterrorismus ein riesiges Problem ist und trotz NSU und Anschläge auf Flüchtlinge immer noch verharmlost wird.	0.9702472	0.029752826
@LarsWinter_ @teleherzog @janboehm @ZDF Ach ja, Böhmermann, sich wie immer primitiv in Szene setzen wollen 🤢 etwas mehr Niveau wäre gut 😜	0.8641206	0.13587943
@Frank_Pasemann @TinaHassel Wo ist eigentlich der jüdische Zentralrat, habe seit Monaten nichts mehr von ihm gehört.Wenn ein Deutscher die Juden kritisiert, dann herrscht im Zentralrat Ausnahmezustand!Bei Moslems ducken sie sich feige ab.	1.8890046e-06	0.9999981
@Volker_Beck @fdp Nein. Die FDP arbeitet mit AfD und Linkspartei nicht zusammen. CL	0.9984549	0.0015450513
@Beatrix_vStorch Claudia Roth ist eine Schande für Deutschland. Und eine Peinlichkeit für JEDE Partei.	0.008243762	0.9917562
@Einzelfallinfos @ibikus31 Die Zeit des kuschelns ist vorbei. Wir haben den Moslems und Islamisten Offiziell den Krieg erklärt. Ein neuer Kreuzung. Sie wollten es nicht anders. 800 Jahre haben wir dem Islam Zeit gegeben um sich zu ändern.	0.0003721027	0.9996278
Fakt ist: SPD-regierte Länder blockieren Einstufung von Tunesien, Algerien und Marokko als sichere Herkunftsstaaten! #TVDuell	0.9979499	0.0020501132
"Am 16. Januar wird in Berlin verhandelt, ob der Präsident des Zentralrats der Juden, Josef #Schuster, davon sprechen darf, dass Wolfgang #Gedeon (AfD-MdL BaWü) ""Holocaust-Leugnung"" betreibe. |LBR| Schuster hatte eine entsprechende Unterlassungserklärung verweigert."	0.9999769	2.3180271e-05
@ainyrockstar @welt Oje Lindner....die gleiche Pfeife wie einst Westerwelle..!!	0.0015761475	0.9984238
@Karl_Lauterbach Da erkennt man, mit was für jämmerlichen Deppen die abgefuckte SPD aus Machtgeilheit 4 Jahre das Volk verraten und verkauft hat !!!	0.040983	0.959017
@chteffie Danke! Wir teilen die Aufregung. Morgen früh wissen wir mehr	0.99993837	6.1568346e-05
@MartinaRenner @dieLinke @GBA_b_BGH Es gibt wichtigeres wie z.B Asylantenterror!	0.27296513	0.7270349
@anna_IIna Wir haben wirklich nette Gesellschaft unter uns....	0.94223756	0.057762492
@journ_ali @kelghazzali Welche Rechte vom Muslimen sind denn in Europa in Gefahr?	0.003826648	0.9961733
@heinrichwiechm1 Sarkasmus ist die manchmal letzte Möglichkeit, sich vor diesem ganzen Asyl - und Migranten-Wahnsinn zu schützen....	0.2820182	0.7179818
Ach ja, so viel Presse heute, wir konnten noch gar nicht alles lesen und sehen. Ein aufregender Tag X :-) Wir hoffen ihr findet die Zukunft genauso spannend wie wir	0.7127726	0.28722736
Gauck sprach d. DEMOKRATIE d. Weimarer Republik an &gt; jedoch histor. Fakt ist, es war eine Plutokratie, gekennz. v Uneinigkeit u SPD-Führung😜	0.99982136	0.00017871331
Imad Karim ist wieder online. Widerstand lohnt sich!	0.98345506	0.016544973
Auf die SPD konnte man sich schon lange nicht mehr verlassen. Ich hoffe in vier Jahre sind die Brüder weg vom Fenster.	0.91726655	0.08273348
@hubertus_heil Ausgerechnet die scheinheiligen Heuchler aus der abgefuckten SPD reissen das Maul auf. SPD - SCHMAROTZER, PÄDOPHILE UND DENUNZIANTEN !!!	1.6596452e-10	1.0
welches Meth nimmt eigentlich @DoroBaer? Ihre Haut sieht ja fürchterlich aus und dann das ständige blinzeln #furchtbar #maischberger	0.058787066	0.9412129
@ndaktuell @dieLinke Die Caritativen Einrichtungen sind mir jetzt sowas von scheissegal! Habe Austritt aus der Kirch beantragt.!!!!!!!!	0.0001818377	0.99981815
Wer schützt eigentlich psychisch Kranke Menschen vor pauschalen Vorurteilen?	0.90016174	0.099838234
"Bin gerade aus Polen zurück, im Szczeciner Rathaus lacht man sich über Merkels naives Kontern (Trump) krumm u. meinte: ""dümmer geht`s nicht"""	1.2212856e-05	0.99998784
In der Schule war Martin Schulz ein Versager. Jetzt sollen die |LBR| deutschen Steuerzahler die Schulden der Griechen übernehmen. |LBR| Pfui Deibel.	1.3937681e-05	0.99998605
@HartmutSchrewe Da er nicht in einer Kirche oder kirchlichen Stätte aufgetreten ist, fällt das nicht in unsere Zuständigkeit.	0.999819	0.0001810338
"@Platiniumray Dieses Arschloch vom Wetterdienst auf Hiddensee sprach gestern Abend von ""einigen Flocken"" 😡"	5.409139e-05	0.9999459
@Sepiroth1986 In den Gulagexpress und dann ab ins sibirische arbeitslager	0.013106362	0.98689365
@GoeringEckardt Wer nichts in einer Renten- oder Krankenversicherung einbezahlt hat, darf auch keine Leistungen über Sozialniveau erwarten!	0.55546683	0.44453323
@AfD @Joerg_Meuthen Ich vermute das Schulz der Merkel zuvorgekommen ist...das war wohl Inhalt ihrer eigenen Rede zum späteren Zeitpunkt... |LBR| Das dieses beabsichtigt wird steht allerdings schon länger fest....!	0.99409395	0.005906098
Mareike beantwortet heute gegen 14 Uhr auf @DKultur im #Kompressor, wie man sich bei uns anmeldet&amp;wie die Finanzierung der Miete klappt!	0.9920779	0.00792208
@SusanBrenning In Sachen Verrat war die Kirche schon immer groß.	0.00053021556	0.9994698
@dushanwegner Es ist eindeutig und unmissverständlich.....unsere humanitäre Haltung ist falsch naiv und dumm, vollkommen im Arsch.	7.456042e-05	0.9999254
"@stefanolix Siehst Du denn ""Hass im Netz"" als eine problematische gesellschaftliche Sache an?"	0.62742716	0.37257284
Es wird ja viel durcheinander gebracht. Daher zur Aufklärung: |LBR| Eine Intersexueller kann per definition weder trans- noch homosexuell sein.	0.9992599	0.00074013555
@MalteKaufmann @Heinrich_Krug So ist es richtig...alles im Namen der Menschlichkeit hat sich nicht bewährt....!	0.23323148	0.7667685
Jetzt warte ich nur noch darauf bis sich der Grüne Anal Ritter Volker Beck zu Wort meldet. Aber der Pudert sich gerade die Nase. :-)	1.6187561e-06	0.99999833
"Der Weg zum Erfolg führt in der CDU durch Merkels Ar***, Hirn braucht man nicht, Bsp. Altmaiers letzte ""Wahl-Äußerung"" &gt; dieser Vollpfosten😜"	3.0520548e-07	0.99999964
@maybritillner @ZDF Wenn ich den Altmaier sehe kommt mir die Wurst.	0.3094729	0.69052714
Fakt: Es sterben jedes Jahr mehr Menschen an H2O, als an #Glyphosat. |LBR| (Bitte nicht den Grünen erzählen, die wollen sonst H2O verbieten)	0.3160274	0.6839726
Die Grünen bleiben nur gefühlte Schwesterpartei der @CDU. Wer bei Merkel Minister wird oder bleibt entscheidet immer noch @CSU. #Glyphopsat #schmidt	0.995713	0.0042870278
@heutejournal Ich hoffe dieses islamistische Dreckschwein wurde ohne Narkose operiert.	0.29093283	0.70906717
Donald Trump ist ein Großmaul, das die Fakten zu den verkauften Autos |LBR| in D und USA nicht kennt. Er möge sein Maul halten.	3.4195095e-06	0.99999654
@ph1664068 Nichts auf der Welt kann einem Menschen die Mutter ersetzen. Diese Fotos sagen mehr als 1000 Worte.	0.70064884	0.29935116
"@FrlUrban Vielmehr - Liebe passiert manchmal einfach. Sie fragt nicht: ""Wer bist du und wie definierst du dich?"" Sie geschieht."	0.98340976	0.016590253
Der Schnellhuber hat sein Diplom auch von der Gender-Uni Tuntenhausen, oder? |LBR| #gruene #bdk17	0.289281	0.7107189
"#Bischof Dr. Matthias Ring: ""Glaube ist ein tägliches Prebiszit ... ich muss mich jeden Tag neu bekennen"" - #aksynode16 #altkatholisch"	0.9977095	0.0022905008
@IAMMASCHO @RAIMINEM Hitler wollte uns nur von der Roten Pest befreien ausserdem hatte Polen schon 1935 den Plan gehabt Deutschland anzugreifen Hitler ist ihnen nur zuvor gekommen	4.960379e-07	0.9999995
@ndaktuell Typisch,Demokraten werden ausgewiesen und der Mob von Nafris darf bleiben!Armes Europa.	0.00011502569	0.99988496
Schwarz-schwarze Sondierung dauert nach 7 Stunden weiter an. Teilnehmer haben gerade alle Abendtermine abgesagt. @CDU @CSU #Jamaika	0.9993235	0.000676526
@mountainman1977 @MiataMuc Was hast Du gedacht, als Du zum ersten Mal erfahren hast, daß es Schwule gibt?	0.98025113	0.019748906
du kannst gar nichts @GoeringEckardt ! verblödete Studienabbrecherin. #illner	0.07087527	0.9291247
@slow_haus @JochenBittner Die meisten Verletzungen von Menschenrechten werden dort begangen, wo nichtweiße Männer leben. |LBR| Bad Luck 😎	0.062453914	0.9375461
@MiataMuc Von mir aus darfst Du alles. |LBR| Außer meine Autorität in Frage stellen.	0.084589005	0.91541106
@HPStauch @Margit030 So muss man mit dem Migrantenpack umgehen!	0.22164668	0.77835333
@obskurOlaph Die FDP hat es doch richtig gemacht. Sondiert und die Idiotie erkannt. Und daraufhin die Sondierung abgebrochen.	0.996687	0.0033129815
"@RegSprecher @iaamesse Merkel hat soviel Ahnung vom Auto, wie die ""berühmte"" Kuh vom Sonntag!"	0.0008781064	0.99912184
Verdammt nochmal, Ihr Afrikaner. Fangt endlich an, Eure Probleme |LBR| selbst zu lösen. Nur die besser Gestellten können abhauen.	4.7056288e-05	0.9999529
Ein ehemaliger Schüler von mir, Rohollah, wurde dieses Jahr nach einem komplett unfairen Verfahren (wir bei AiN haben davon leider erst erfahren, als bereits alle Instanzen erschöpft waren) nach Afghanistan deportiert.	0.99988484	0.00011518056
Der grundgesetzliche besondere Schutz von Ehe und Familie gilt auch für Migranten. #Integration	0.99904066	0.0009592834
Dortmund:Leipzig |LBR| Die großmäuligen Dortmunder werden von Leipzig hergespielt. Großartig!	0.27506474	0.72493535
@KonseqLiberal @MiataMuc Glaub ihm nicht alles. Sexuelle Anziehungskraft ist bei Männern nicht vom Beruf abhängig.	0.58791506	0.4120849
@Alltags_Kotze Dein Feminismus und Genderquatsch steht Dir im Weg	0.8958779	0.10412209
@spox Hoffentlich sitzt er bei den Bayern dauernd auf der Ersatzbank!	0.68522424	0.31477582
"Selbstmordanschlag in Manchester, alle Medien geilen sich förmlich daran auf, ohne ""Ursachen"" zu erwähnen."	2.5246116e-05	0.9999747
Nach einer Debatte über die Zukunft der #DIG und des #JuFo besuchen wir nun eine Ausstellung im Anne-Frank-Zentrum #Israelpedia #Frankfurt	0.9999962	3.8515263e-06
@MiriamOzen Selbst die Lüge, das es keinen Anstieg der Kriminalität in Altena gibt ist mit wenigen klicks im Netz wiederlegbar	0.9982297	0.0017702887
@RegSprecher Der hat und brauchte nicht solche Lügen und Märchen den Bürgern zu verklickern, wie Sie Herr Seibert! Aber es gibt eben Leute, die für Geld ALLES labern!	0.00026437215	0.99973565
@RenateKuenast Vielleicht sollte man erst einmal das Wörtchen Hass-Kommentare gesetzlich definieren bevor man hier irgendetwas unter Strafe stellt. Wo hört die Meinungsfreiheit auf und fangen Hasskommentare an?	0.90847194	0.09152804
Man kann sämtliche Sexismus-Debatten der letzte Jahre auf ein Wort reduzieren: Schwachsinn.	0.2664126	0.7335875
@c_vogt @Grals_Hueter @JTrittin Hat der Trittin wieder vom Chem Özdemirs Gras geraucht?	0.0011630757	0.99883693
Für @DoroBaer wäre ein bisschen abnehmen nicht verkehrt. #maischberger	0.89229137	0.10770861
"In der aktuellen ZEIT ist ein Abdruck meines Buches ""Mohamed. Eine Abrechnung"" erschienen!"	0.98851633	0.011483652
@MarcusPretzell @FraukePetry Du bist einfach nur noch lächerlich @MarcusPretzell . #Bundestag	0.873147	0.12685296
Türkeiurlaub gestrichen. Keinerlei Vergünstigungen für Türkei. Bis sich dort die |LBR| Demokraten gegen den irren Sultan wehren und ihn davonjagen	8.388419e-06	0.99999166
@thie_no Dann nutzen Sie einfach nicht antisemitische Stereotypen gegenüber uns #Juden, dann muss man ihnen auch nicht #Antisemitismus vorwerfen!	0.9918142	0.0081857415
Pünktlich zum Wahlkampfauftakt ziehen sich unsere politi. Raubtiere Berlins d. Lammfell über, um weitere Jahre im gleichen Trott zu agieren😜	5.6737223e-05	0.99994326
Davor warne ich seit Jahren: Wir müssen handeln, sonst werden wir behandelt. Ja, wir werden von radikalen Islamisten, Fundamentalisten, Salafisten und Dschihadisten in unserem Land behandelt und in eine Ecke gezwungen, in der wir Stück für Stück unsere Freiheiten aufgeben.	0.0017839632	0.998216
@Pirat_Bernie @mlooks Nee, Scheiße kommt woanders raus.	0.44746453	0.5525354
ekelhaft Claudia Roth wieder im Fernsehen sehen zu müssen #Bundestag	0.018338505	0.98166156
@DerDoktorant Ich weiß nicht, ob die Aussage richtig ist. Das habe ich doch bereits gesagt.	0.9802208	0.019779224
@Mama_arbeitet @annika_schach @herr_unbekannnt Können Sie die Frage beantworten? Warum sind 30 Prozent Frauen im Bundestag problematisch?	0.9986528	0.0013471948
Das Krebsgeschwür, das jeden Frieden im Nahen Osten verhindert, ist der dem Islam inhärente Herrschaftanspruch über andere Kulturen, und der dem Islam inhärente Antisemitismus. |LBR| #IStandWithIsrael |LBR| #Jerusalem	0.15565081	0.84434927
Das Foto des Jahres finde ich pietätlos u. Ausdruck dafür, wie tief die von der Politik vorgelebte Hetze gegen RU in Medien verwurzelt ist 🤢	0.52223194	0.47776815
"Heute Abend um 19:30 in Koeln, werde in der Buchhandlung Ludwig am Hauptbahnhof aus ""Mohamed"" lesen!"	0.99986553	0.00013439168
@SilkeBurmester @WieVieleFrauen Tja, nur ne Vagina zu haben, reicht halt nicht.	0.27227288	0.7277271
In England wird die Meinungsfreiheit noch groß geschrieben auch ein Grund für den Brexit.	0.967447	0.032553025
@_teatimecookie_ Männer mögen Titten. Gewöhn Dich dran.	0.6689273	0.33107272
Trump |LBR| #Dekrete für Amerikaner = o.k. |LBR| #Dekrete die andere Staaten adressieren oder bedrohen sind nicht akzeptabel |LBR| zB Iran	0.09414706	0.905853
Ohne #Alkohol gäbe es keinen #Alkoholismus |LBR| Ohne #Islam gäbe es keinen #Islamismus |LBR| Beides muss weg	1.5849108e-05	0.99998415
